instancia,n,alpha,pop,crossover,mutation,max_gen,patience,seed,gen_alcanzado,evaluaciones,fitness,costo,penalizacion,nodos_construidos,nodos_total,factible,wall_s,nodos_ids
evcsReal_N100_A0.05_S71.txt,100,0.05,200,0.9,0.010000,4000,200,1,747,149400,3.48934e+07,3.48934e+07,0,70,100,si,11.46,5;7;8;9;10;11;16;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;49;50;51;52;57;58;59;60;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;84;85;86;87;88;89;90;91;92;96;97;98
evcsReal_N100_A0.10_S71.txt,100,0.10,20,0.9,0.010000,4000,200,2,1399,27980,8.90053e+06,8.90053e+06,0,47,100,si,1.99,10;11;19;20;21;22;23;24;26;28;29;30;31;32;33;34;35;36;37;38;39;40;51;59;60;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;87;98
evcsReal_N100_A0.10_S71.txt,100,0.10,20,0.9,0.010000,4000,200,5,847,16940,8.86662e+06,8.86662e+06,0,46,100,si,1.42,9;10;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;59;60;61;62;63;64;65;67;69;70;71;72;73;74;75;76;77;78;79;80;81;87;98
evcsReal_N100_A0.10_S71.txt,100,0.10,20,0.9,0.010000,4000,200,4,1263,25260,9.63713e+06,9.63713e+06,0,47,100,si,2.08,2;8;11;17;18;19;20;21;22;23;24;27;29;30;31;32;33;34;35;36;37;38;39;40;59;60;61;62;63;64;65;68;69;71;72;73;74;75;76;77;78;79;80;81;87;91;98
evcsReal_N100_A0.10_S71.txt,100,0.10,50,0.9,0.010000,4000,200,1,773,38650,1.66031e+07,1.66031e+07,0,49,100,si,2.42,4;7;8;11;14;19;20;22;23;24;27;28;29;30;31;32;33;34;35;36;37;38;39;40;49;52;56;58;60;61;63;64;65;67;68;69;71;72;73;74;76;77;78;79;80;81;90;97;98
evcsReal_N100_A0.10_S71.txt,100,0.10,50,0.9,0.010000,4000,200,2,490,24500,1.68697e+07,1.68697e+07,0,50,100,si,1.59,10;11;16;17;18;19;20;22;23;24;26;30;31;32;33;34;35;36;37;38;39;40;45;49;50;51;53;58;59;60;61;62;63;64;65;68;69;71;72;73;74;76;77;78;79;80;81;87;97;98
evcsReal_N100_A0.10_S71.txt,100,0.10,50,0.9,0.010000,4000,200,5,535,26750,1.27414e+07,1.27414e+07,0,48,100,si,1.45,2;7;9;13;17;18;19;20;22;23;24;26;27;30;31;32;33;34;35;36;37;38;39;40;51;58;59;60;61;62;63;64;65;68;69;70;71;72;73;74;76;77;78;79;80;81;97;98
evcsReal_N100_A0.10_S71.txt,100,0.10,50,0.9,0.010000,4000,200,3,783,39150,1.57196e+07,1.57196e+07,0,49,100,si,3.37,4;7;9;10;11;18;19;20;21;23;24;26;28;30;31;32;33;34;35;36;37;38;39;40;48;49;51;52;59;60;61;62;63;64;67;69;71;72;73;74;75;76;77;78;79;80;81;87;99
evcsReal_N100_A0.05_S71.txt,100,0.05,200,0.9,0.010000,4000,200,4,821,164200,4.51968e+07,4.51968e+07,0,73,100,si,12.75,4;7;8;9;11;12;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;42;46;47;49;51;52;53;57;58;59;60;61;62;63;64;65;66;67;68;69;71;72;73;74;75;76;77;78;79;80;81;87;89;90;91;92;93;94;96;97;98;99
evcsReal_N100_A0.10_S71.txt,100,0.10,50,0.9,0.010000,4000,200,4,725,36250,1.26133e+07,1.26133e+07,0,48,100,si,3.11,2;4;9;10;11;19;20;21;22;23;28;29;30;31;32;33;34;35;36;37;38;39;40;49;52;58;60;61;62;63;64;65;67;69;70;71;72;73;74;76;77;78;79;80;81;88;90;91
evcsReal_N100_A0.05_S71.txt,100,0.05,200,0.9,0.010000,4000,200,5,505,101000,4.72206e+07,4.72206e+07,0,78,100,si,10.41,2;4;5;7;8;9;11;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;42;47;48;49;50;51;52;53;55;56;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;86;87;88;89;90;91;92;94;95;96;97;98;99
evcsReal_N100_A0.10_S71.txt,100,0.10,100,0.9,0.010000,4000,200,1,556,55600,1.88478e+07,1.88478e+07,0,51,100,si,3.10,2;7;11;18;19;20;23;24;27;28;30;31;32;33;34;35;36;37;38;39;40;45;49;59;60;61;62;63;64;68;69;70;71;72;73;74;75;76;77;78;79;80;81;83;84;89;90;95;96;97;98
evcsReal_N100_A0.10_S71.txt,100,0.10,100,0.9,0.010000,4000,200,4,519,51900,2.19427e+07,2.19427e+07,0,51,100,si,4.57,1;2;5;6;11;18;19;20;21;22;23;24;29;30;31;32;33;35;36;37;38;39;40;46;49;51;52;58;60;61;63;64;69;71;72;73;74;75;76;77;78;79;80;81;82;87;88;90;97;98;99
evcsReal_N100_A0.10_S71.txt,100,0.10,100,0.9,0.010000,4000,200,3,651,65100,1.63873e+07,1.63873e+07,0,49,100,si,5.20,14;17;19;20;21;22;23;24;27;28;30;31;32;33;34;35;36;37;38;39;40;47;49;50;51;52;58;60;61;62;63;64;67;69;70;71;72;73;74;75;76;77;78;79;80;81;87;89;93
evcsReal_N100_A0.10_S71.txt,100,0.10,100,0.9,0.010000,4000,200,5,647,64700,1.63849e+07,1.63849e+07,0,49,100,si,5.16,4;7;10;17;19;20;21;22;23;26;27;28;30;31;32;33;34;35;36;37;38;39;40;52;59;60;61;63;64;65;67;68;69;70;71;72;73;74;76;77;78;79;80;81;84;86;90;91;92
evcsReal_N100_A0.10_S71.txt,100,0.10,100,0.9,0.010000,4000,200,2,1215,121500,1.7223e+07,1.7223e+07,0,49,100,si,10.32,8;9;10;17;19;20;21;22;23;24;26;27;30;31;32;33;34;35;36;37;38;39;40;47;51;52;58;60;61;62;63;64;67;69;71;72;73;74;76;77;78;79;80;81;82;84;87;91;94
evcsReal_N100_A0.10_S71.txt,100,0.10,200,0.9,0.010000,4000,200,1,747,149400,1.88382e+07,1.88382e+07,0,50,100,si,8.88,2;5;11;18;19;20;21;22;23;24;27;30;31;32;33;34;35;36;37;38;39;40;41;46;51;52;58;60;61;63;64;67;68;69;71;72;73;74;75;76;77;78;79;80;81;86;88;90;97;99
evcsReal_N100_A0.15_S71.txt,100,0.15,10,0.9,0.010000,4000,200,1,4000,40000,1.1213e+13,7.53556e+06,1.1213e+13,46,100,no,1.50,2;10;17;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;52;60;61;62;63;64;65;67;68;69;70;71;72;73;75;76;77;78;79;80;81;97;98
evcsReal_N100_A0.10_S71.txt,100,0.10,200,0.9,0.010000,4000,200,4,608,121600,2.29387e+07,2.29387e+07,0,50,100,si,7.63,2;8;9;14;19;20;21;23;24;26;28;30;31;32;33;34;35;36;37;38;39;40;42;52;53;58;59;60;61;63;64;67;68;69;71;72;73;74;76;77;78;79;80;81;83;85;86;94;97;99
evcsReal_N100_A0.15_S71.txt,100,0.15,10,0.9,0.010000,4000,200,2,4000,40000,1.1213e+13,7.70412e+06,1.1213e+13,46,100,no,2.89,2;10;11;17;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;60;61;62;63;64;65;68;69;70;71;72;73;74;75;76;77;78;79;80;81;90;98
evcsReal_N100_A0.15_S71.txt,100,0.15,10,0.9,0.010000,4000,200,3,4000,40000,1.1213e+13,7.80183e+06,1.1213e+13,45,100,no,1.65,2;9;17;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;60;61;62;63;64;65;67;68;69;70;71;72;73;76;77;78;79;80;81;91;97;98
evcsReal_N100_A0.15_S71.txt,100,0.15,10,0.9,0.010000,4000,200,5,4000,40000,1.1213e+13,7.73893e+06,1.1213e+13,46,100,no,1.59,2;17;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;52;58;60;61;62;63;64;65;67;68;69;70;71;72;73;75;76;77;78;79;80;81;98
evcsReal_N100_A0.15_S71.txt,100,0.15,10,0.9,0.010000,4000,200,4,4000,40000,1.1213e+13,7.52274e+06,1.1213e+13,45,100,no,2.86,2;10;17;19;20;21;22;23;24;26;27;28;29;30;31;34;35;36;37;38;39;40;60;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;91;98
evcsReal_N100_A0.05_S71.txt,100,0.05,200,0.9,0.010000,4000,200,3,1828,365600,2.70329e+07,2.70329e+07,0,66,100,si,32.05,7;8;9;11;16;17;18;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;49;51;52;57;58;59;60;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;87;88;89;90;91;92;94;96;97;98;99
evcsReal_N100_A0.10_S71.txt,100,0.10,200,0.9,0.010000,4000,200,3,711,142200,1.70456e+07,1.70456e+07,0,49,100,si,13.21,2;11;19;20;21;23;26;27;28;29;30;31;32;33;35;36;37;38;39;40;49;51;52;55;56;59;60;61;62;63;64;65;67;68;69;71;72;73;74;75;76;77;78;79;80;81;83;91;94
evcsReal_N100_A0.10_S71.txt,100,0.10,200,0.9,0.010000,4000,200,2,886,177200,1.95122e+07,1.95122e+07,0,51,100,si,14.73,2;8;11;13;18;19;20;21;22;23;26;28;29;31;32;33;34;35;36;37;38;39;40;41;48;50;52;58;59;60;61;63;64;66;67;68;69;71;72;73;74;75;76;77;78;79;80;81;88;95;97
evcsReal_N100_A0.15_S71.txt,100,0.15,20,0.9,0.010000,4000,200,1,4000,80000,1.1213e+13,7.57358e+06,1.1213e+13,45,100,no,3.87,2;8;10;11;17;20;21;22;23;24;26;27;28;29;30;32;33;34;35;36;37;38;39;40;60;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81
evcsReal_N100_A0.15_S71.txt,100,0.15,20,0.9,0.010000,4000,200,3,4000,80000,1.1213e+13,7.63475e+06,1.1213e+13,45,100,no,4.14,2;10;11;17;20;21;22;23;24;26;27;28;29;30;31;33;34;35;36;37;38;39;40;59;61;62;63;64;65;67;68;69;70;71;72;73;74;76;77;78;79;80;81;91;98
evcsReal_N100_A0.10_S71.txt,100,0.10,200,0.9,0.010000,4000,200,5,673,134600,1.80915e+07,1.80915e+07,0,49,100,si,12.71,7;9;11;12;17;18;19;20;22;23;24;28;30;31;32;33;34;35;36;37;38;39;40;52;57;58;59;60;61;63;64;65;68;69;70;71;72;73;74;76;77;78;79;80;81;86;87;97;99
evcsReal_N100_A0.15_S71.txt,100,0.15,20,0.9,0.010000,4000,200,2,4000,80000,1.1213e+13,8.72562e+06,1.1213e+13,46,100,no,5.43,2;10;19;20;21;22;23;24;26;27;28;29;31;32;33;34;36;37;38;39;40;51;52;58;60;61;62;63;64;65;67;68;69;70;71;72;74;75;76;77;78;79;80;81;91;98
evcsReal_N100_A0.15_S71.txt,100,0.15,20,0.9,0.010000,4000,200,5,4000,80000,1.1213e+13,9.24917e+06,1.1213e+13,46,100,no,4.33,2;8;11;19;20;21;22;23;24;26;27;28;29;30;31;32;34;35;36;37;38;39;40;49;52;58;60;61;62;63;64;65;67;69;70;71;72;73;75;76;77;78;79;80;81;88
evcsReal_N100_A0.15_S71.txt,100,0.15,20,0.9,0.010000,4000,200,4,4000,80000,1.1213e+13,8.90638e+06,1.1213e+13,44,100,no,5.50,2;7;8;9;17;20;21;22;23;24;26;27;28;29;31;33;34;35;36;37;38;39;40;49;61;62;63;64;65;67;68;69;70;71;72;74;75;76;77;78;79;80;81;90
evcsReal_N100_A0.15_S71.txt,100,0.15,50,0.9,0.010000,4000,200,1,4000,200000,1.1213e+13,1.33159e+07,1.1213e+13,47,100,no,12.55,8;9;10;17;19;20;21;22;23;24;26;28;29;31;33;34;36;37;38;39;40;48;49;58;60;61;63;64;65;67;69;70;71;72;74;75;76;77;78;79;80;81;83;89;90;91;97
evcsReal_N100_A0.15_S71.txt,100,0.15,50,0.9,0.010000,4000,200,3,4000,200000,1.1213e+13,1.22863e+07,1.1213e+13,49,100,no,11.57,2;11;18;19;20;21;23;24;26;27;28;30;31;32;33;34;35;36;37;38;39;40;48;51;58;60;61;62;63;64;65;67;68;69;71;72;73;74;76;77;78;79;80;81;90;91;95;97;98
evcsReal_N100_A0.15_S71.txt,100,0.15,50,0.9,0.010000,4000,200,4,4000,200000,1.1213e+13,1.17467e+07,1.1213e+13,47,100,no,11.71,2;7;9;17;18;19;20;21;22;23;26;27;28;29;30;31;32;34;35;36;37;38;39;40;52;59;60;61;62;64;67;68;69;70;71;72;73;75;76;77;78;79;80;81;83;91;97
evcsReal_N100_A0.15_S71.txt,100,0.15,50,0.9,0.010000,4000,200,2,4000,200000,1.1213e+13,1.20787e+07,1.1213e+13,47,100,no,13.57,2;7;8;11;18;19;20;21;22;23;24;26;28;30;31;32;34;35;36;37;38;39;40;51;60;61;62;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;81;82;89;91;97
evcsReal_N100_A0.15_S71.txt,100,0.15,50,0.9,0.010000,4000,200,5,4000,200000,1.1213e+13,1.22502e+07,1.1213e+13,46,100,no,13.85,2;3;9;17;19;20;21;22;23;24;26;27;28;29;30;31;34;36;37;38;40;49;52;58;59;60;61;62;63;64;65;67;68;69;70;71;72;73;74;76;77;78;79;81;83;98
evcsReal_N100_A0.15_S71.txt,100,0.15,100,0.9,0.010000,4000,200,1,4000,400000,1.1213e+13,1.73796e+07,1.1213e+13,48,100,no,23.46,2;8;9;10;11;12;14;17;18;20;23;29;30;31;33;34;35;36;37;38;40;52;59;60;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;83;84;97;98
evcsReal_N100_A0.15_S71.txt,100,0.15,100,0.9,0.010000,4000,200,4,4000,400000,1.1213e+13,1.84998e+07,1.1213e+13,47,100,no,23.91,1;2;3;7;10;11;19;20;23;24;26;27;28;30;32;33;34;35;36;37;38;39;40;44;47;52;58;61;62;63;64;65;66;67;69;70;71;72;73;74;76;77;78;79;80;81;99
evcsReal_N100_A0.15_S71.txt,100,0.15,100,0.9,0.010000,4000,200,5,4000,400000,1.1213e+13,1.73955e+07,1.1213e+13,48,100,no,25.13,1;2;7;8;10;11;21;22;23;24;30;32;33;35;36;37;38;39;40;52;58;60;61;62;63;64;65;67;68;69;70;71;72;74;75;76;77;78;79;80;81;82;83;86;90;97;98;99
evcsReal_N100_A0.15_S71.txt,100,0.15,100,0.9,0.010000,4000,200,2,4000,400000,1.1213e+13,1.40762e+07,1.1213e+13,48,100,no,27.60,2;9;17;20;22;23;24;26;28;29;31;32;33;35;36;37;38;39;40;48;52;55;58;59;60;61;62;64;65;67;68;69;70;71;72;73;75;76;77;78;79;80;81;86;90;91;97;98
evcsReal_N100_A0.15_S71.txt,100,0.15,100,0.9,0.010000,4000,200,3,4000,400000,1.1213e+13,1.59496e+07,1.1213e+13,46,100,no,27.72,2;5;7;10;11;12;14;17;18;19;20;21;22;23;24;26;27;28;29;31;32;34;35;36;37;38;40;60;61;63;64;65;69;70;72;73;74;75;76;77;78;79;81;88;90;97
evcsReal_N100_A0.20_S71.txt,100,0.20,10,0.9,0.010000,4000,200,1,4000,40000,4.2681e+13,7.43134e+06,4.2681e+13,43,100,no,2.64,2;9;11;17;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;37;38;39;40;61;62;63;64;65;67;68;69;70;71;73;74;75;76;77;78;79;80;81;91
evcsReal_N100_A0.20_S71.txt,100,0.20,10,0.9,0.010000,4000,200,2,4000,40000,4.2681e+13,7.09964e+06,4.2681e+13,44,100,no,2.63,2;10;11;17;20;21;22;23;24;26;27;28;29;30;31;33;34;35;36;37;38;39;40;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;91
evcsReal_N100_A0.20_S71.txt,100,0.20,10,0.9,0.010000,4000,200,3,4000,40000,4.2681e+13,7.03134e+06,4.2681e+13,45,100,no,2.49,2;8;11;17;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;98
evcsReal_N100_A0.20_S71.txt,100,0.20,10,0.9,0.010000,4000,200,4,4000,40000,4.2681e+13,7.25142e+06,4.2681e+13,44,100,no,2.62,2;9;10;17;20;21;22;23;24;26;27;28;29;30;31;32;34;35;36;37;38;39;40;61;62;63;64;65;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;98
evcsReal_N100_A0.20_S71.txt,100,0.20,10,0.9,0.010000,4000,200,5,4000,40000,4.2681e+13,7.65589e+06,4.2681e+13,44,100,no,2.65,2;9;17;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;49;61;62;63;64;65;67;68;69;70;71;73;75;76;77;78;79;80;81;98
evcsReal_N100_A0.20_S71.txt,100,0.20,20,0.9,0.010000,4000,200,1,4000,80000,4.2681e+13,8.58967e+06,4.2681e+13,44,100,no,5.27,2;9;11;17;19;20;21;22;23;24;26;28;29;30;31;33;34;35;36;37;38;39;40;49;51;61;62;63;64;65;67;68;69;70;71;73;75;76;77;78;79;80;81;91
evcsReal_N100_A0.20_S71.txt,100,0.20,20,0.9,0.010000,4000,200,2,4000,80000,4.2681e+13,8.85486e+06,4.2681e+13,45,100,no,5.28,2;7;10;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;36;37;38;39;40;52;59;60;61;62;63;64;65;68;69;70;71;74;75;76;77;78;79;80;81;91;98
evcsReal_N100_A0.15_S71.txt,100,0.15,200,0.9,0.010000,4000,200,1,4000,800000,1.1213e+13,1.62424e+07,1.1213e+13,47,100,no,49.77,2;8;10;11;19;20;21;22;23;24;27;28;30;32;33;34;35;36;37;40;52;53;55;59;60;61;62;63;64;65;67;68;69;71;72;73;74;76;77;78;79;80;81;82;83;91;98
evcsReal_N100_A0.20_S71.txt,100,0.20,20,0.9,0.010000,4000,200,3,4000,80000,4.2681e+13,8.75347e+06,4.2681e+13,44,100,no,5.28,2;8;10;11;19;20;21;22;23;24;26;27;28;29;30;31;33;34;35;37;38;39;40;49;51;52;61;62;63;64;65;67;68;69;70;71;75;76;77;78;79;80;81;91
evcsReal_N100_A0.20_S71.txt,100,0.20,20,0.9,0.010000,4000,200,4,4000,80000,4.2681e+13,9.04058e+06,4.2681e+13,44,100,no,5.04,2;8;9;10;11;20;21;22;23;24;26;27;28;29;30;31;32;33;34;37;38;39;40;61;62;63;64;65;67;68;69;70;71;73;74;77;78;79;80;81;89;91;97;98
evcsReal_N100_A0.20_S71.txt,100,0.20,20,0.9,0.010000,4000,200,5,4000,80000,4.2681e+13,8.31577e+06,4.2681e+13,44,100,no,3.72,2;8;10;11;20;21;22;23;24;26;28;29;30;31;32;34;35;36;37;38;39;40;49;58;61;62;63;64;65;67;68;69;70;71;72;74;75;76;77;78;79;80;81;91
evcsReal_N100_A0.20_S71.txt,100,0.20,50,0.9,0.010000,4000,200,2,4000,200000,4.2681e+13,1.14207e+07,4.2681e+13,47,100,no,7.39,2;8;10;11;18;19;20;21;22;23;24;26;27;28;29;30;31;34;35;36;37;38;39;40;45;49;52;58;60;61;62;63;64;68;69;70;71;72;74;75;76;78;79;80;81;90;97
evcsReal_N100_A0.15_S71.txt,100,0.15,200,0.9,0.010000,4000,200,5,4000,800000,1.1213e+13,1.5484e+07,1.1213e+13,47,100,no,41.14,2;4;9;11;19;20;21;22;23;24;26;27;28;30;31;34;35;36;37;38;39;40;43;48;51;58;60;61;62;63;64;65;67;69;70;72;73;74;76;77;78;79;80;81;87;94;98
evcsReal_N100_A0.15_S71.txt,100,0.15,200,0.9,0.010000,4000,200,2,4000,800000,1.1213e+13,1.24062e+07,1.1213e+13,47,100,no,57.62,2;17;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;38;40;45;50;52;58;61;62;64;65;67;69;70;72;73;74;75;76;77;78;79;80;81;83;88;89;91;98
evcsReal_N100_A0.20_S71.txt,100,0.20,50,0.9,0.010000,4000,200,1,4000,200000,4.2681e+13,1.42057e+07,4.2681e+13,45,100,no,13.25,3;9;10;18;20;21;22;23;24;26;27;28;29;31;32;33;34;36;37;38;39;40;45;61;63;64;65;67;69;70;71;72;75;77;78;79;80;81;84;87;89;90;91;97;98
evcsReal_N100_A0.15_S71.txt,100,0.15,200,0.9,0.010000,4000,200,4,4000,800000,1.1213e+13,1.96422e+07,1.1213e+13,48,100,no,47.44,8;9;10;11;19;20;21;22;23;24;26;29;32;33;34;35;36;37;38;39;40;45;48;49;52;54;55;58;60;61;63;64;67;69;70;71;72;73;74;75;76;77;78;79;80;83;91;93
evcsReal_N100_A0.20_S71.txt,100,0.20,50,0.9,0.010000,4000,200,3,4000,200000,4.2681e+13,1.22101e+07,4.2681e+13,46,100,no,7.66,2;3;10;17;19;20;21;23;24;26;28;29;30;31;34;35;36;37;38;39;40;49;50;59;60;61;62;63;64;65;67;69;70;71;72;74;75;76;77;78;79;80;81;91;96;98
evcsReal_N100_A0.15_S71.txt,100,0.15,200,0.9,0.010000,4000,200,3,4000,800000,1.1213e+13,1.62264e+07,1.1213e+13,48,100,no,53.20,1;7;8;9;10;17;18;19;20;21;23;24;27;29;30;31;32;33;34;35;36;37;38;39;40;42;52;58;61;62;64;65;67;69;70;72;73;74;76;77;78;79;80;81;87;91;95;98
evcsReal_N100_A0.20_S71.txt,100,0.20,50,0.9,0.010000,4000,200,4,4000,200000,4.2681e+13,1.3314e+07,4.2681e+13,45,100,no,10.96,2;3;8;9;10;11;14;17;19;20;21;23;24;26;29;30;31;32;33;34;36;37;38;39;40;52;58;61;62;63;64;65;67;69;70;71;75;76;77;78;79;81;87;91;98
evcsReal_N100_A0.20_S71.txt,100,0.20,50,0.9,0.010000,4000,200,5,4000,200000,4.2681e+13,1.06942e+07,4.2681e+13,46,100,no,11.04,2;9;10;11;17;19;20;21;22;23;24;26;27;28;29;30;31;32;33;34;35;36;37;39;61;62;63;64;65;67;68;69;70;71;74;75;76;77;78;79;80;81;86;87;88;97
evcsReal_N100_A0.20_S71.txt,100,0.20,100,0.9,0.010000,4000,200,3,4000,400000,4.2681e+13,1.46777e+07,4.2681e+13,46,100,no,15.43,2;3;7;8;10;20;21;22;23;26;27;28;29;30;31;33;34;37;38;39;40;49;51;58;59;60;61;62;63;64;67;68;69;70;71;73;74;75;77;78;79;80;81;82;83;88
evcsReal_N100_A0.20_S71.txt,100,0.20,100,0.9,0.010000,4000,200,2,4000,400000,4.2681e+13,1.47713e+07,4.2681e+13,47,100,no,17.71,1;2;8;9;10;20;21;23;24;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;45;49;50;59;62;63;64;67;68;69;70;71;72;74;75;76;77;78;80;81;91;97;98
evcsReal_N100_A0.20_S71.txt,100,0.20,100,0.9,0.010000,4000,200,1,4000,400000,4.2681e+13,1.25645e+07,4.2681e+13,47,100,no,26.77,2;4;8;9;10;11;18;20;21;23;24;26;27;29;30;31;32;33;34;35;36;37;38;39;40;48;49;60;61;62;64;65;67;69;70;72;73;74;75;76;77;78;79;81;91;97;98
evcsReal_N100_A0.20_S71.txt,100,0.20,100,0.9,0.010000,4000,200,4,4000,400000,4.2681e+13,1.26651e+07,4.2681e+13,46,100,no,26.89,3;8;9;11;17;19;20;21;22;23;26;27;28;29;30;31;33;35;36;37;38;39;40;45;49;51;58;60;61;62;63;64;65;67;69;70;71;74;75;76;78;79;80;81;91;97
evcsReal_N100_A0.20_S71.txt,100,0.20,100,0.9,0.010000,4000,200,5,4000,400000,4.2681e+13,1.79185e+07,4.2681e+13,49,100,no,26.93,2;4;5;7;8;18;20;21;22;23;24;26;27;28;31;32;33;34;35;36;37;40;45;48;58;61;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;89;90;91;97;98
evcsReal_N100_A0_S72.txt,100,0,10,0.9,0.010000,4000,200,1,336,3360,8.70191e+07,8.70191e+07,0,99,100,si,0.25,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
evcsReal_N100_A0_S72.txt,100,0,10,0.9,0.010000,4000,200,2,556,5560,8.84286e+07,8.84286e+07,0,99,100,si,0.40,0;1;2;3;4;5;6;7;8;9;10;11;12;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
